dataset,probe,reference_probability_shift,reference_flip_rate,vqc_probability_shift,vqc_flip_rate,vqc_response_ratio,vqc_response_distortion,vqc_preservation_score,matched_logistic_probability_shift,matched_logistic_flip_rate,matched_logistic_response_ratio,matched_logistic_response_distortion,matched_logistic_preservation_score
pneumoniamnist,center_occlusion,0.15924960062703264,0.15833333333333333,0.038424895813095515,0.13333333333333333,0.24128721986697835,0.12082470481393712,0.3887694119497771,0.014158332374737018,0.008333333333333333,0.08890654312427965,0.14509126825229562,0.16329514242138865
pneumoniamnist,texture_weakening,0.07531693104563025,0.1,0.007543647261285511,0.03333333333333333,0.10015870475561726,0.06777328378434475,0.18208058657135773,0.02415502892635659,0.008333333333333333,0.3207117627324035,0.05116190211927366,0.48566513628229335
pneumoniamnist,boundary_weakening,0.039751200467051245,0.058333333333333334,0.006042021791784872,0.03333333333333333,0.1519959196410622,0.03370917867526638,0.26388295797220207,0.019011837320884968,0.008333333333333333,0.478270651321257,0.020739363146166277,0.6470679461519697
pneumoniamnist,contrast_attenuation,0.26989485379203565,0.3,0.05403741717324318,0.21666666666666667,0.20021654511692036,0.21585743661879248,0.3336340670477065,0.31449372229260686,0.45,1.1652453028336855,0.04459886850057121,0.9236828549315446
pneumoniamnist,gaussian_like_noise,0.08609768038813732,0.1,0.005386299669954154,0.03333333333333333,0.0625603270618777,0.08071138071818316,0.11775403907358883,0.015115160520847453,0.008333333333333333,0.17555825775008296,0.07098251986728987,0.29868075812704253
pneumoniamnist,off_center_occlusion,0.026686258905597098,0.025,0.07045241382267037,0.2833333333333333,2.640024878408307,0.043766154917073266,0.5494466911858042,0.1731234012894242,0.15833333333333333,6.487358794961172,0.1464371423838271,0.2671168405368004
